Day_Mins,Day_Charge,CustServ_Calls,Class
179.1,30.45,2,negative
197.4,33.56,3,negative
148.2,25.19,2,negative
193.1,32.83,0,negative
171.7,29.19,1,negative
198.5,33.75,1,negative
121.7,20.69,1,negative
130.2,22.13,2,negative
203.4,34.58,2,negative
174.7,29.7,5,negative
241,40.97,1,positive
141.7,24.09,0,negative
134.8,22.92,2,negative
163.1,27.73,1,negative
145.5,24.74,1,negative
329.8,56.07,0,positive
194.5,33.07,2,negative
131.9,22.42,1,negative
150,25.5,1,negative
196.6,33.42,2,negative
99.7,16.95,2,negative
143.6,24.41,3,negative
231.9,39.42,2,negative
37.8,6.43,3,negative
72.8,12.38,3,negative
94.8,16.12,1,negative
221.8,37.71,1,negative
269,45.73,2,positive
268.3,45.61,1,positive
198.7,33.78,1,negative
115.5,19.64,7,positive
202.1,34.36,2,negative
215.6,36.65,1,negative
169.9,28.88,1,negative
201.7,34.29,0,negative
221.1,37.59,4,negative
218.7,37.18,2,negative
293.7,49.93,2,positive
120.3,20.45,4,positive
175.8,29.89,2,negative
278.5,47.35,1,positive
236.3,40.17,3,negative
273.8,46.55,1,negative
131.1,22.29,5,positive
167.4,28.46,4,negative
197.7,33.61,3,negative
169.5,28.82,2,negative
225.2,38.28,0,negative
174.5,29.67,4,negative
129.7,22.05,5,positive
200,34,3,negative
95.9,16.3,0,negative
152.8,25.98,1,negative
129.9,22.08,1,negative
268.4,45.63,2,positive
188.5,32.05,2,negative
170.6,29,1,negative
191.4,32.54,1,negative
75.3,12.8,1,negative
149.8,25.47,2,negative
115.9,19.7,1,negative
128.8,21.9,2,negative
131.7,22.39,1,negative
101.4,17.24,1,negative
149,25.33,4,negative
96.8,16.46,2,negative
107.5,18.28,2,negative
232.8,39.58,0,positive
121.1,20.59,3,negative
124.3,21.13,0,negative
157.7,26.81,1,negative
124.3,21.13,0,negative
286.4,48.69,1,positive
141.7,24.09,0,negative
173,29.41,0,negative
268.7,45.68,2,positive
218.5,37.15,0,negative
255.3,43.4,3,negative
41.9,7.12,1,negative
260.8,44.34,1,negative
239.4,40.7,0,negative
226.7,38.54,0,negative
179.3,30.48,1,positive
158,26.86,1,negative
175.7,29.87,1,negative
157.4,26.76,3,negative
113.1,19.23,1,positive
182.7,31.06,1,negative
161.3,27.42,0,positive
142.5,24.23,2,negative
190.5,32.39,2,positive
159.3,27.08,1,negative
153.8,26.15,1,negative
180.7,30.72,2,negative
202.7,34.46,0,negative
190.8,32.44,0,negative
205.1,34.87,2,negative
235.6,40.05,1,negative
189.3,32.18,0,negative
166.9,28.37,1,negative
245.2,41.68,0,positive
132.6,22.54,4,positive
182.3,30.99,2,negative
192.3,32.69,2,negative
122,20.74,2,positive
193,32.81,2,negative
158.6,26.96,0,negative
91.5,15.56,2,negative
153.6,26.11,1,negative
221.6,37.67,1,negative
244.7,41.6,1,negative
239.8,40.77,0,negative
172.4,29.31,0,negative
242.5,41.23,3,positive
117.6,19.99,2,negative
174.5,29.67,1,negative
157.3,26.74,1,negative
192,32.64,1,negative
218.2,37.09,1,negative
144.6,24.58,1,negative
153.6,26.11,0,positive
135.8,23.09,2,negative
160.7,27.32,0,negative
202.5,34.43,1,negative
152.2,25.87,1,negative
227.4,38.66,0,negative
191.6,32.57,2,negative
138.9,23.61,1,negative
127,21.59,0,negative
168.6,28.66,1,negative
286.6,48.72,1,positive
164.6,27.98,1,negative
144,24.48,1,negative
141.6,24.07,0,negative
204.3,34.73,1,negative
163.2,27.74,1,negative
225,38.25,0,negative
176.1,29.94,2,negative
254.2,43.21,5,negative
174.9,29.73,1,negative
187.3,31.84,0,positive
211.8,36.01,3,negative
241.9,41.12,0,negative
196.1,33.34,3,negative
231.3,39.32,3,negative
161.6,27.47,1,negative
194,32.98,0,negative
109.7,18.65,3,negative
277,47.09,1,negative
192.1,32.66,0,negative
198.4,33.73,0,negative
209.2,35.56,0,negative
184.8,31.42,2,negative
167.8,28.53,2,negative
139.2,23.66,3,negative
221.3,37.62,0,negative
121.6,20.67,1,negative
270.4,45.97,1,negative
139.6,23.73,2,negative
253,43.01,2,negative
183.9,31.26,1,negative
203.3,34.56,3,negative
200.6,34.1,3,negative
167.6,28.49,2,negative
156.5,26.61,2,negative
215.1,36.57,1,negative
301.7,51.29,1,negative
152.3,25.89,7,negative
195.4,33.22,1,negative
208.7,35.48,2,negative
190.1,32.32,0,negative
185.4,31.52,4,negative
183.2,31.14,0,negative
54.2,9.21,1,positive
208,35.36,1,negative
230.3,39.15,1,negative
240.8,40.94,2,negative
195.7,33.27,2,negative
276.1,46.94,0,positive
166.1,28.24,2,negative
135.9,23.1,4,positive
189.1,32.15,2,positive
177.9,30.24,1,negative
143.9,24.46,2,negative
148.2,25.19,2,negative
287.1,48.81,2,positive
179.7,30.55,1,positive
165.8,28.19,5,positive
144.1,24.5,1,negative
172.5,29.33,0,negative
199.8,33.97,1,negative
109.1,18.55,2,negative
171.8,29.21,1,negative
222.3,37.79,1,positive
245.8,41.79,0,negative
164.6,27.98,0,negative
211.7,35.99,0,negative
147.2,25.02,0,positive
254.7,43.3,0,positive
170.1,28.92,1,negative
195.1,33.17,0,negative
149.3,25.38,7,positive
81.9,13.92,2,positive
191.1,32.49,0,negative
206.9,35.17,3,negative
239,40.63,1,positive
179.3,30.48,0,negative
185.3,31.5,0,negative
141.4,24.04,2,negative
248.6,42.26,1,negative
152.5,25.93,2,negative
145.6,24.75,1,negative
164.2,27.91,1,negative
221,37.57,1,negative
295.4,50.22,1,positive
139.8,23.77,2,negative
162.3,27.59,4,positive
272.7,46.36,0,positive
200.3,34.05,2,negative
157.1,26.71,1,negative
135.8,23.09,2,negative
236.7,40.24,1,negative
111.4,18.94,3,negative
156.1,26.54,0,positive
191.1,32.49,2,negative
153,26.01,1,positive
218.8,37.2,4,negative
205.4,34.92,3,negative
225.2,38.28,0,positive
249.9,42.48,2,positive
131.6,22.37,3,negative
197.9,33.64,0,negative
166.5,28.31,1,negative
225.4,38.32,1,negative
275.8,46.89,2,positive
142.9,24.29,1,negative
207.2,35.22,1,negative
206.2,35.05,1,negative
210.3,35.75,1,negative
225.7,38.37,1,positive
167.8,28.53,4,positive
197.7,33.61,2,negative
169.8,28.87,1,negative
190.6,32.4,2,negative
80.3,13.65,2,negative
231.7,39.39,0,negative
69.1,11.75,0,negative
188.8,32.1,4,negative
150.6,25.6,8,positive
192,32.64,2,negative
163.7,27.83,3,negative
211.7,35.99,1,negative
175.5,29.84,1,negative
150.1,25.52,2,negative
189.5,32.22,1,negative
70.8,12.04,6,positive
215.5,36.64,1,negative
101.7,17.29,3,negative
258.4,43.93,4,negative
242.4,41.21,1,negative
131.8,22.41,1,negative
190.2,32.33,2,negative
154.1,26.2,2,negative
188,31.96,3,negative
103.1,17.53,1,negative
175.4,29.82,0,negative
145.4,24.72,1,negative
250.6,42.6,1,negative
161.5,27.46,1,negative
260.1,44.22,1,positive
281.3,47.82,0,positive
130.1,22.12,3,positive
102,17.34,2,negative
218.7,37.18,1,negative
128.5,21.85,1,negative
128.7,21.88,2,positive
172.2,29.27,1,negative
199.2,33.86,1,negative
184.5,31.37,2,negative
168.6,28.66,0,negative
174,29.58,1,negative
230.4,39.17,1,negative
198.2,33.69,1,negative
186.1,31.64,0,negative
148.5,25.25,1,negative
157.1,26.71,0,negative
155,26.35,4,positive
129.3,21.98,1,negative
188.5,32.05,1,negative
208.8,35.5,0,negative
238,40.46,0,positive
211.1,35.89,0,negative
198.9,33.81,3,negative
212.8,36.18,1,negative
137.4,23.36,3,negative
191.8,32.61,2,negative
149,25.33,0,negative
117.1,19.91,3,negative
108,18.36,3,negative
112.8,19.18,0,negative
175.9,29.9,1,negative
236.6,40.22,1,positive
169.4,28.8,1,negative
129.6,22.03,3,negative
177.1,30.11,1,negative
133.3,22.66,1,negative
167.8,28.53,5,negative
174.6,29.68,1,negative
150.3,25.55,2,negative
283.2,48.14,5,negative
157.8,26.83,5,positive
141.2,24,2,negative
230.2,39.13,1,negative
237.8,40.43,2,positive
204,34.68,3,positive
221.1,37.59,1,negative
177.2,30.12,4,negative
118,20.06,1,negative
163.8,27.85,0,negative
141.3,24.02,3,negative
272.5,46.33,3,positive
118.9,20.21,2,negative
7.9,1.34,0,negative
159.5,27.12,0,negative
150.2,25.53,1,negative
144.5,24.57,2,negative
140.7,23.92,2,negative
169.2,28.76,1,negative
220.8,37.54,2,negative
216.3,36.77,0,negative
169.5,28.82,0,negative
256.3,43.57,1,negative
179.7,30.55,1,negative
266,45.22,3,negative
96.7,16.44,2,negative
82.7,14.06,0,negative
168.2,28.59,3,negative
286.4,48.69,1,positive
174.3,29.63,3,negative
190.6,32.4,1,negative
175.5,29.84,4,negative
133.4,22.68,1,negative
204.6,34.78,3,negative
242.2,41.17,3,negative
253.1,43.03,3,negative
130,22.1,0,negative
105.9,18,0,negative
194.2,33.01,3,negative
183.8,31.25,1,negative
196.5,33.41,2,negative
184.5,31.37,3,negative
261.9,44.52,0,negative
202.4,34.41,3,negative
167.4,28.46,3,negative
167.7,28.51,1,negative
191.7,32.59,1,negative
240.2,40.83,2,negative
189.1,32.15,1,negative
127.7,21.71,1,negative
205.2,34.88,1,negative
153.6,26.11,2,negative
154.5,26.27,2,negative
153.7,26.13,1,negative
171.2,29.1,1,negative
328.1,55.78,1,positive
145.9,24.8,0,positive
201.2,34.2,1,negative
139.1,23.65,5,negative
118.9,20.21,2,negative
217.6,36.99,2,positive
145,24.65,1,negative
203.5,34.6,3,negative
240.1,40.82,3,negative
83.8,14.25,1,negative
269.8,45.87,1,positive
126.3,21.47,1,negative
88.1,14.98,2,negative
218.5,37.15,2,negative
236.8,40.26,1,negative
124.1,21.1,3,negative
184.2,31.31,0,negative
222.7,37.86,4,negative
149.2,25.36,1,negative
206.5,35.11,3,negative
159.7,27.15,3,negative
204.7,34.8,2,negative
213.2,36.24,1,negative
269.6,45.83,1,negative
116.7,19.84,2,negative
263.4,44.78,0,negative
140.2,23.83,1,negative
197.7,33.61,1,negative
136.2,23.15,3,negative
88.5,15.05,2,negative
215.3,36.6,0,negative
269.2,45.76,3,positive
203.8,34.65,0,negative
268.4,45.63,0,negative
159.1,27.05,1,negative
114.4,19.45,2,negative
138.9,23.61,2,negative
186,31.62,1,negative
170.4,28.97,0,negative
164.5,27.97,4,negative
168.6,28.66,1,negative
261.2,44.4,0,positive
190.5,32.39,1,negative
181.1,30.79,2,negative
177.1,30.11,3,negative
160.5,27.29,1,negative
134.7,22.9,2,negative
198.2,33.69,2,negative
228.9,38.91,4,positive
241.7,41.09,0,negative
131.1,22.29,1,negative
234.1,39.8,2,negative
200.1,34.02,0,negative
154,26.18,1,negative
224.2,38.11,0,negative
148.3,25.21,3,negative
174.6,29.68,2,negative
138.5,23.55,1,negative
109,18.53,1,negative
162.3,27.59,4,negative
210.8,35.84,2,negative
142.4,24.21,1,negative
223.5,38,2,negative
182.5,31.03,2,negative
219.6,37.33,2,negative
193.6,32.91,0,negative
192.4,32.71,0,negative
236.2,40.15,0,negative
233.2,39.64,0,negative
158.8,27,2,negative
126.1,21.44,1,negative
290.4,49.37,3,positive
60.6,10.3,0,negative
148.4,25.23,0,negative
246.5,41.91,2,negative
298.1,50.68,2,positive
119.3,20.28,2,negative
242.5,41.23,0,negative
222.1,37.76,0,positive
236.2,40.15,2,positive
144.2,24.51,0,negative
154.6,26.28,3,negative
137.4,23.36,2,negative
103.7,17.63,0,negative
136.6,23.22,4,positive
289.8,49.27,2,positive
260.9,44.35,3,negative
196.2,33.35,0,positive
195.6,33.25,1,negative
222.2,37.77,4,negative
172.9,29.39,0,positive
249.8,42.47,0,positive
154.5,26.27,1,negative
90.4,15.37,1,negative
268.8,45.7,0,negative
106.1,18.04,1,negative
27,4.59,3,negative
140.1,23.82,1,negative
245,41.65,1,negative
196.7,33.44,3,negative
131.2,22.3,2,negative
149.6,25.43,2,negative
239.8,40.77,1,negative
142.1,24.16,1,negative
115.4,19.62,3,negative
193,32.81,2,negative
206.1,35.04,1,negative
160.3,27.25,0,negative
199.9,33.98,1,negative
213.1,36.23,0,negative
178.3,30.31,3,negative
252.3,42.89,3,positive
197.7,33.61,4,negative
111.1,18.89,2,negative
96.5,16.41,1,positive
156.9,26.67,3,negative
123.3,20.96,1,negative
193.7,32.93,1,negative
206.9,35.17,0,negative
249.8,42.47,3,positive
144,24.48,1,negative
299.5,50.92,0,negative
226,38.42,2,positive
137.6,23.39,2,negative
211.7,35.99,1,negative
89.7,15.25,2,negative
197.6,33.59,2,negative
270,45.9,2,positive
224.7,38.2,3,negative
194.3,33.03,2,negative
47.7,8.11,0,positive
190.1,32.32,1,negative
89.5,15.22,1,positive
182.6,31.04,0,negative
205.5,34.94,1,negative
231.5,39.36,1,negative
251.3,42.72,3,positive
171.2,29.1,2,negative
197.9,33.64,2,negative
134.8,22.92,1,negative
191.4,32.54,1,negative
174.5,29.67,0,negative
177.4,30.16,0,negative
182.1,30.96,1,negative
222.4,37.81,0,negative
47.8,8.13,0,positive
121.8,20.71,1,negative
143.5,24.4,3,negative
164.9,28.03,2,negative
193.6,32.91,2,negative
101.1,17.19,0,negative
92.3,15.69,2,negative
168.9,28.71,2,negative
219.2,37.26,1,negative
178.1,30.28,0,negative
146.5,24.91,3,negative
172.3,29.29,1,negative
190.9,32.45,1,negative
232.1,39.46,3,positive
169.2,28.76,4,positive
123.8,21.05,2,negative
96,16.32,3,negative
93.4,15.88,1,negative
90.6,15.4,1,negative
152.9,25.99,2,negative
257.9,43.84,2,negative
85.2,14.48,2,negative
160,27.2,1,negative
182.9,31.09,0,negative
216.2,36.75,2,negative
261.7,44.49,0,negative
241.2,41,2,negative
177.2,30.12,1,negative
89.5,15.22,2,negative
200.3,34.05,1,negative
145,24.65,4,positive
159.5,27.12,2,negative
151.8,25.81,3,negative
176.2,29.95,1,negative
152.1,25.86,0,negative
161.3,27.42,1,negative
171.7,29.19,3,negative
278.9,47.41,0,positive
213,36.21,4,negative
242.9,41.29,1,negative
217.2,36.92,0,positive
175.9,29.9,1,negative
303.2,51.54,0,positive
238.9,40.61,2,negative
189.6,32.23,2,negative
133.3,22.66,5,positive
92.7,15.76,3,negative
177.2,30.12,3,negative
184.5,31.37,2,negative
176.1,29.94,0,negative
204.7,34.8,6,negative
143.6,24.41,2,negative
179.3,30.48,1,negative
137.3,23.34,1,negative
237.8,40.43,2,negative
203.7,34.63,2,negative
191.3,32.52,2,negative
209.1,35.55,2,negative
88.8,15.1,3,negative
97.2,16.52,0,negative
137.9,23.44,1,negative
224.3,38.13,2,negative
207.6,35.29,1,negative
268.1,45.58,2,negative
166.7,28.34,4,positive
267.1,45.41,1,positive
181.8,30.91,2,negative
147.1,25.01,0,negative
37.7,6.41,1,negative
185,31.45,2,negative
156.4,26.59,2,negative
239.3,40.68,1,negative
215.5,36.64,2,negative
134.9,22.93,1,negative
194.8,33.12,0,negative
239.1,40.65,5,negative
92.6,15.74,3,negative
209.4,35.6,1,negative
197.6,33.59,1,negative
17.6,2.99,1,negative
62.9,10.69,1,negative
202.3,34.39,1,negative
136.1,23.14,0,negative
207,35.19,1,negative
207.9,35.34,1,negative
276.5,47.01,1,positive
313.8,53.35,3,negative
288.5,49.05,1,negative
210.9,35.85,4,negative
64.9,11.03,1,negative
243.5,41.4,1,negative
197,33.49,3,negative
278,47.26,0,negative
219.9,37.38,1,negative
313.2,53.24,2,positive
145.7,24.77,0,negative
75.8,12.89,0,negative
195.9,33.3,3,negative
132,22.44,1,negative
124,21.08,2,negative
171.9,29.22,2,negative
249.4,42.4,4,negative
228.4,38.83,0,negative
168.6,28.66,3,negative
123.7,21.03,0,negative
178.7,30.38,1,negative
113.2,19.24,1,negative
142.4,24.21,2,negative
204.2,34.71,0,negative
149.7,25.45,3,negative
227.1,38.61,5,positive
155.3,26.4,2,negative
156.4,26.59,1,negative
148.7,25.28,0,negative
271.7,46.19,3,negative
193.7,32.93,0,negative
245.5,41.74,1,negative
245.3,41.7,3,positive
196.1,33.34,0,negative
134.1,22.8,2,negative
225,38.25,1,negative
189.7,32.25,0,negative
142.9,24.29,0,negative
175.6,29.85,1,negative
92.4,15.71,2,negative
92.8,15.78,1,negative
221.7,37.69,0,negative
159.6,27.13,0,negative
144.5,24.57,2,negative
159.1,27.05,2,negative
49.9,8.48,2,negative
116.9,19.87,0,negative
150,25.5,3,negative
254.4,43.25,1,negative
270.7,46.02,3,negative
207,35.19,1,negative
145.3,24.7,0,negative
230.7,39.22,3,negative
151.5,25.76,1,negative
146.1,24.84,0,negative
256,43.52,3,negative
200.2,34.03,3,negative
150.7,25.62,2,negative
186,31.62,1,negative
212.9,36.19,3,negative
194.8,33.12,0,negative
272.5,46.33,3,negative
135.1,22.97,1,negative
154.6,26.28,1,negative
230.5,39.19,5,negative
165.4,28.12,1,negative
143.3,24.36,4,positive
271.1,46.09,2,positive
253.5,43.1,0,negative
167.1,28.41,6,positive
168.3,28.61,1,negative
104.7,17.8,1,negative
135.4,23.02,1,negative
191.4,32.54,1,negative
158.7,26.98,1,negative
144.8,24.62,2,negative
98.8,16.8,3,negative
157.8,26.83,3,positive
163,27.71,1,negative
181.6,30.87,4,negative
129,21.93,2,negative
86,14.62,1,negative
193.9,32.96,0,negative
109.4,18.6,0,negative
188.9,32.11,2,negative
179.9,30.58,1,positive
183.4,31.18,1,negative
288.1,48.98,0,negative
169.2,28.76,2,negative
195.5,33.24,1,positive
264.4,44.95,2,negative
207.7,35.31,0,negative
169.5,28.82,0,negative
141.5,24.06,2,negative
154.8,26.32,0,negative
133.5,22.7,1,negative
273.2,46.44,2,positive
224.6,38.18,2,negative
273.8,46.55,2,positive
159.5,27.12,1,positive
104,17.68,0,negative
115.4,19.62,1,negative
222.1,37.76,2,negative
116.4,19.79,3,negative
217.7,37.01,3,negative
129.4,22,0,negative
161.8,27.51,0,negative
198.8,33.8,1,negative
147.8,25.13,1,negative
262.3,44.59,3,negative
246.4,41.89,1,negative
174.3,29.63,4,positive
183.4,31.18,4,negative
191.9,32.62,1,negative
187.8,31.93,2,negative
259.7,44.15,0,negative
180.4,30.67,0,negative
51.8,8.81,2,negative
303.9,51.66,1,positive
123.7,21.03,1,positive
206.2,35.05,3,negative
164.3,27.93,2,negative
228.6,38.86,9,positive
200.4,34.07,1,negative
154.3,26.23,0,negative
122.9,20.89,2,negative
220.8,37.54,0,negative
214.6,36.48,0,negative
202,34.34,2,positive
209.5,35.62,6,positive
297.9,50.64,1,positive
212.8,36.18,0,positive
145.6,24.75,0,negative
152.9,25.99,2,negative
125.4,21.32,1,negative
138.3,23.51,0,negative
189.3,32.18,3,negative
199.3,33.88,4,negative
247.5,42.08,2,negative
294.9,50.13,1,positive
175.4,29.82,1,negative
179.4,30.5,1,negative
126.8,21.56,0,negative
239.7,40.75,1,positive
143,24.31,5,positive
91.9,15.62,2,negative
210.4,35.77,1,negative
201.3,34.22,1,positive
145.6,24.75,2,negative
203.5,34.6,1,positive
232.4,39.51,1,negative
86.5,14.71,2,negative
109.9,18.68,0,negative
156,26.52,1,negative
326.3,55.47,1,positive
195,33.15,0,negative
110,18.7,0,negative
147.1,25.01,5,positive
156,26.52,2,negative
98.2,16.69,2,negative
210.6,35.8,0,negative
239.9,40.78,2,positive
159.9,27.18,2,positive
197.8,33.63,4,positive
115.4,19.62,2,negative
123.8,21.05,0,negative
117.6,19.99,1,negative
105.3,17.9,2,negative
111.7,18.99,1,negative
159.3,27.08,2,negative
81.7,13.89,6,positive
238,40.46,2,negative
128.1,21.78,0,negative
171.2,29.1,1,negative
109,18.53,4,positive
220,37.4,2,negative
55.6,9.45,0,negative
286.6,48.72,1,negative
207.6,35.29,1,negative
109.6,18.63,4,positive
197.2,33.52,2,negative
175.7,29.87,1,negative
205.2,34.88,0,negative
193.1,32.83,1,negative
232.6,39.54,3,negative
102.7,17.46,0,negative
263.1,44.73,5,negative
197,33.49,1,negative
169.3,28.78,2,negative
201.5,34.26,1,negative
251,42.67,3,negative
230.4,39.17,3,negative
109.8,18.67,1,negative
279.5,47.52,2,positive
173.4,29.48,1,negative
214.4,36.45,1,negative
96.1,16.34,1,negative
101.4,17.24,1,negative
232.5,39.53,4,negative
174.5,29.67,1,negative
224,38.08,1,negative
211.1,35.89,4,negative
109.2,18.56,2,negative
220,37.4,0,negative
181.4,30.84,2,negative
180.7,30.72,2,negative
96.5,16.41,1,negative
183.5,31.2,3,negative
107.9,18.34,0,negative
161,27.37,1,negative
146.8,24.96,1,positive
149.2,25.36,3,negative
227.8,38.73,3,negative
160.3,27.25,0,negative
137.8,23.43,1,positive
141.7,24.09,0,negative
196.4,33.39,0,negative
175.2,29.78,1,negative
146.8,24.96,1,negative
173.9,29.56,1,negative
305.2,51.88,1,negative
162.3,27.59,3,positive
150,25.5,3,negative
197.5,33.58,1,negative
240.2,40.83,2,negative
186.2,31.65,2,negative
116.9,19.87,0,negative
236.7,40.24,1,negative
173.2,29.44,0,negative
152.2,25.87,0,negative
181.3,30.82,0,negative
167.8,28.53,4,positive
175.4,29.82,1,negative
87.6,14.89,2,negative
203.3,34.56,0,negative
92.6,15.74,5,positive
262.9,44.69,1,negative
160.8,27.34,1,negative
141.8,24.11,1,negative
