Day_Mins,Day_Charge,CustServ_Calls,Class
50.6,8.6,2,negative
134.9,22.93,1,negative
252.1,42.86,1,negative
215.5,36.64,1,negative
124.8,21.22,0,negative
178.7,30.38,2,negative
183.2,31.14,2,negative
167.5,28.48,1,negative
147.1,25.01,3,negative
230.1,39.12,1,negative
135.8,23.09,0,negative
205.7,34.97,2,negative
73.8,12.55,2,negative
189.3,32.18,2,negative
147.2,25.02,3,negative
137.3,23.34,0,negative
70.7,12.02,2,negative
204.6,34.78,0,negative
123.1,20.93,5,positive
129.7,22.05,2,negative
198.7,33.78,0,negative
145.1,24.67,2,negative
135.2,22.98,2,negative
124.7,21.2,1,negative
215.9,36.7,1,negative
119.2,20.26,2,negative
144.3,24.53,3,negative
235.2,39.98,1,negative
174,29.58,0,negative
115,19.55,0,positive
151.7,25.79,2,negative
153.1,26.03,3,negative
218.6,37.16,2,negative
265.2,45.08,2,negative
143.3,24.36,1,negative
190.3,32.35,2,negative
184.7,31.4,2,positive
115.3,19.6,1,negative
113,19.21,2,positive
294.2,50.01,0,positive
215.6,36.65,3,negative
128.8,21.9,1,negative
211.2,35.9,3,positive
71.2,12.1,1,negative
94.9,16.13,2,negative
259.4,44.1,1,positive
215.8,36.69,1,negative
97.5,16.58,3,negative
146.5,24.91,0,negative
157.9,26.84,2,negative
139.9,23.78,2,negative
153.2,26.04,1,negative
103.5,17.6,2,negative
185.8,31.59,1,negative
129.5,22.02,1,negative
236.6,40.22,1,negative
260.4,44.27,6,negative
167.3,28.44,2,negative
182.2,30.97,2,negative
113,19.21,2,negative
185.7,31.57,0,negative
136.2,23.15,0,negative
222.6,37.84,1,negative
197.3,33.54,1,negative
141.4,24.04,1,negative
208,35.36,1,negative
118.5,20.15,1,negative
153.2,26.04,1,negative
108.3,18.41,0,negative
168.6,28.66,2,negative
247.2,42.02,2,positive
224.2,38.11,3,negative
166.9,28.37,3,negative
118.4,20.13,1,negative
190.9,32.45,2,negative
317.8,54.03,1,positive
312,53.04,1,positive
146,24.82,1,negative
131.6,22.37,1,positive
193.4,32.88,2,negative
185.1,31.47,2,negative
193.3,32.86,0,negative
146.4,24.89,1,negative
71.2,12.1,0,negative
123.2,20.94,4,positive
205,34.85,2,negative
128.7,21.88,1,negative
216.9,36.87,3,negative
150,25.5,3,negative
164.1,27.9,1,negative
212,36.04,3,negative
167.3,28.44,2,negative
154.4,26.25,1,negative
177.3,30.14,3,negative
231.2,39.3,1,positive
202.9,34.49,5,negative
149.6,25.43,0,negative
345.3,58.7,1,positive
264.9,45.03,1,positive
122,20.74,1,negative
177.2,30.12,2,negative
133.1,22.63,1,negative
225.1,38.27,0,positive
208.4,35.43,1,negative
173.1,29.43,1,negative
162.4,27.61,2,positive
281.2,47.8,2,negative
208.3,35.41,3,negative
243.4,41.38,2,negative
224.2,38.11,1,positive
189.3,32.18,3,negative
168.3,28.61,4,negative
232.9,39.59,1,negative
155,26.35,1,negative
154.4,26.25,0,negative
234.7,39.9,2,negative
240,40.8,1,negative
298.4,50.73,0,positive
166,28.22,1,negative
111.6,18.97,0,negative
174.5,29.67,2,negative
175.5,29.84,1,negative
157.5,26.78,3,positive
206.2,35.05,1,negative
207.5,35.28,4,negative
144.8,24.62,4,negative
258.8,44,2,negative
226.9,38.57,0,positive
152.9,25.99,2,negative
156.7,26.64,2,negative
150.8,25.64,1,negative
221,37.57,4,negative
322.4,54.81,1,positive
153.6,26.11,2,negative
215.1,36.57,2,negative
174.4,29.65,1,negative
180.5,30.69,0,negative
123.1,20.93,2,negative
165.7,28.17,1,negative
200.2,34.03,2,negative
154.8,26.32,3,negative
125.4,21.32,2,negative
184.2,31.31,1,negative
274.7,46.7,3,negative
142,24.14,1,negative
151.5,25.76,1,negative
124.8,21.22,3,negative
179.2,30.46,0,negative
246.4,41.89,2,positive
232.7,39.56,5,negative
288,48.96,0,positive
170.8,29.04,1,negative
216.1,36.74,1,negative
138.7,23.58,2,negative
210.7,35.82,3,negative
181.8,30.91,0,negative
61.6,10.47,1,negative
207.7,35.31,1,negative
219.2,37.26,1,negative
227,38.59,2,negative
245.9,41.8,3,negative
257.3,43.74,0,negative
121.1,20.59,2,negative
301.5,51.26,4,positive
233.9,39.76,0,negative
99.6,16.93,2,positive
169.8,28.87,2,negative
198.8,33.8,1,positive
116.2,19.75,3,negative
255.9,43.5,1,positive
187.7,31.91,3,negative
195.9,33.3,0,negative
129.4,22,2,negative
221,37.57,2,negative
140.5,23.89,2,negative
277.9,47.24,0,positive
224.9,38.23,3,positive
109.1,18.55,0,negative
207.8,35.33,0,negative
205.9,35,0,negative
308.6,52.46,4,positive
242.6,41.24,2,negative
229.6,39.03,1,negative
166,28.22,2,negative
144.8,24.62,0,positive
106.1,18.04,0,negative
221.8,37.71,1,negative
204.6,34.78,2,negative
213.5,36.3,3,negative
152,25.84,2,negative
260.8,44.34,1,positive
166.4,28.29,1,negative
177.9,30.24,0,negative
235.1,39.97,3,negative
186.8,31.76,2,negative
268.4,45.63,1,negative
192.1,32.66,3,negative
240.7,40.92,0,positive
179.9,30.58,2,negative
314.1,53.4,3,positive
162,27.54,0,negative
175.8,29.89,1,negative
109.4,18.6,0,negative
255.1,43.37,3,positive
208.7,35.48,3,negative
214.6,36.48,1,negative
49.2,8.36,1,negative
141.3,24.02,2,negative
253.2,43.04,4,negative
206,35.02,0,negative
40.4,6.87,2,negative
291.2,49.5,1,positive
71.2,12.1,0,negative
261.8,44.51,0,positive
191.3,32.52,1,negative
133.3,22.66,0,negative
183.6,31.21,2,negative
155.2,26.38,1,negative
283.1,48.13,1,negative
186.5,31.71,2,negative
163.3,27.76,0,negative
203.4,34.58,1,negative
178.1,30.28,1,negative
195.9,33.3,1,negative
295.3,50.2,1,negative
136.1,23.14,2,negative
114.1,19.4,2,negative
279.1,47.45,2,positive
169.3,28.78,0,negative
214.4,36.45,2,negative
255.8,43.49,0,negative
148.2,25.19,2,negative
119.3,20.28,2,negative
192.3,32.69,1,negative
245.2,41.68,0,positive
216.2,36.75,5,positive
172.4,29.31,2,negative
175.3,29.8,1,negative
169,28.73,0,positive
2.6,0.44,3,negative
184.1,31.3,1,negative
181.9,30.92,1,negative
160.1,27.22,0,negative
189.8,32.27,0,negative
223.2,37.94,1,negative
216,36.72,2,negative
198.5,33.75,2,negative
159.5,27.12,1,negative
105,17.85,2,positive
204.5,34.77,3,negative
274,46.58,0,positive
158.7,26.98,2,negative
229.9,39.08,1,negative
137.8,23.43,1,negative
179.4,30.5,0,negative
139.3,23.68,3,negative
7.8,1.33,2,negative
183.1,31.13,1,negative
206.9,35.17,0,negative
140,23.8,2,negative
179.2,30.46,2,negative
177.4,30.16,0,negative
115.6,19.65,1,negative
237.3,40.34,0,positive
181.5,30.86,1,negative
51.5,8.76,3,negative
155.7,26.47,3,negative
245,41.65,2,negative
131.7,22.39,1,negative
111.1,18.89,1,negative
88.5,15.05,3,negative
116,19.72,1,negative
155.5,26.44,1,negative
106.5,18.11,2,negative
175.2,29.78,1,negative
154.7,26.3,4,positive
247.2,42.02,2,positive
218.4,37.13,0,positive
227.5,38.68,1,negative
185,31.45,0,negative
186.8,31.76,2,negative
158.8,27,1,negative
208.7,35.48,0,negative
185.9,31.6,3,negative
222.5,37.83,2,negative
201.1,34.19,3,negative
167.9,28.54,1,negative
239.1,40.65,3,positive
175.7,29.87,5,positive
111.2,18.9,6,positive
87.7,14.91,1,negative
244.1,41.5,0,negative
165,28.05,2,negative
127.4,21.66,0,negative
194.8,33.12,0,negative
54.7,9.3,1,negative
283.4,48.18,2,negative
258,43.86,0,positive
90.5,15.39,1,negative
235.6,40.05,0,negative
142.5,24.23,2,negative
54,9.18,1,negative
214.8,36.52,3,negative
251.4,42.74,0,positive
139,23.63,4,negative
117.3,19.94,2,negative
264,44.88,3,negative
82.6,14.04,1,negative
175.8,29.89,1,negative
220.4,37.47,2,negative
217,36.89,2,negative
129,21.93,1,negative
150.5,25.59,1,negative
193.3,32.86,0,negative
189.5,32.22,2,negative
137.8,23.43,2,negative
129.3,21.98,3,negative
115.6,19.65,1,negative
221.9,37.72,2,negative
263.7,44.83,1,positive
61.3,10.42,1,negative
183.8,31.25,1,negative
167.4,28.46,0,positive
154.1,26.2,4,negative
252,42.84,0,negative
163.1,27.73,0,negative
198.3,33.71,2,negative
324.7,55.2,0,positive
128.3,21.81,2,negative
187.9,31.94,2,negative
129.2,21.96,5,positive
125.5,21.34,4,positive
257.2,43.72,1,negative
124.6,21.18,1,negative
175.1,29.77,1,negative
124.3,21.13,3,negative
271.6,46.17,2,negative
219.9,37.38,1,negative
183.3,31.16,3,negative
101.1,17.19,2,negative
203.3,34.56,1,negative
175.4,29.82,2,negative
266,45.22,2,positive
171.6,29.17,0,negative
78.7,13.38,0,negative
211.9,36.02,0,negative
63.7,10.83,1,negative
173.4,29.48,1,negative
237.7,40.41,0,negative
225.9,38.4,1,negative
173,29.41,0,negative
224.9,38.23,0,negative
237.7,40.41,1,negative
137,23.29,2,negative
142.5,24.23,2,negative
142.4,24.21,1,negative
147,24.99,2,negative
220.3,37.45,1,negative
149.2,25.36,1,negative
204.4,34.75,0,negative
216.8,36.86,1,negative
308,52.36,1,negative
58,9.86,0,negative
173.2,29.44,2,negative
210.3,35.75,4,negative
58.9,10.01,0,negative
236.8,40.26,3,negative
228.9,38.91,0,negative
90,15.3,2,positive
146.7,24.94,2,negative
237.3,40.34,1,negative
162.8,27.68,0,positive
186.9,31.77,1,negative
86.1,14.64,2,negative
212.3,36.09,2,negative
151,25.67,2,negative
158.6,26.96,2,negative
296,50.32,0,positive
212.3,36.09,3,negative
234.4,39.85,3,negative
176.8,30.06,2,negative
157.3,26.74,0,negative
146.6,24.92,1,negative
260.5,44.29,1,negative
146.1,24.84,1,negative
124.5,21.17,2,positive
209.4,35.6,1,negative
285.7,48.57,1,positive
190.9,32.45,1,negative
144.4,24.55,1,negative
208.8,35.5,2,negative
77.6,13.19,1,negative
271.1,46.09,1,positive
240.8,40.94,0,negative
114.8,19.52,0,negative
138.8,23.6,1,negative
209.8,35.67,0,negative
134.9,22.93,3,negative
164,27.88,0,negative
245.5,41.74,1,negative
80.3,13.65,0,negative
90.7,15.42,2,negative
190.3,32.35,1,negative
108.6,18.46,1,positive
89.8,15.27,4,positive
252.4,42.91,2,negative
183.4,31.18,5,negative
183.4,31.18,2,negative
155.2,26.38,3,negative
165.8,28.19,1,negative
209.4,35.6,0,negative
279.3,47.48,2,positive
174.1,29.6,2,negative
175.7,29.87,2,negative
256.5,43.61,1,negative
170.2,28.93,0,negative
139.6,23.73,1,negative
208.8,35.5,4,negative
210.1,35.72,4,negative
113.6,19.31,2,negative
202.6,34.44,0,negative
174.4,29.65,4,negative
210.6,35.8,0,negative
121.5,20.66,1,negative
127.8,21.73,2,negative
135.2,22.98,2,negative
99.4,16.9,2,negative
276.9,47.07,1,positive
163.4,27.78,2,positive
287.4,48.86,4,positive
120.5,20.49,1,negative
184.1,31.3,2,negative
185,31.45,3,negative
160.9,27.35,1,negative
207.6,35.29,2,negative
209.2,35.56,1,negative
158.4,26.93,1,negative
149,25.33,2,positive
204.5,34.77,0,negative
288.8,49.1,0,positive
108.6,18.46,0,negative
97.5,16.58,1,negative
166.5,28.31,0,negative
156.2,26.55,1,negative
225.2,38.28,4,negative
287.4,48.86,1,positive
175.3,29.8,0,negative
102.1,17.36,0,negative
157.9,26.84,0,negative
146.5,24.91,1,negative
245.8,41.79,1,positive
177.7,30.21,1,negative
250.8,42.64,2,negative
117.8,20.03,0,positive
119.7,20.35,2,negative
242.2,41.17,5,positive
163.4,27.78,7,negative
161,27.37,3,negative
128.7,21.88,1,negative
81.6,13.87,1,negative
207.7,35.31,1,negative
128.6,21.86,6,positive
233.3,39.66,1,negative
182.1,30.96,5,positive
168,28.56,6,positive
251.6,42.77,1,negative
183.8,31.25,0,negative
256.4,43.59,3,positive
180.2,30.63,1,negative
227.8,38.73,1,negative
147.8,25.13,0,negative
234.9,39.93,1,positive
110.9,18.85,2,negative
124.5,21.17,1,negative
233.5,39.7,0,positive
197.3,33.54,2,positive
58.2,9.89,0,negative
212.7,36.16,1,negative
151.5,25.76,0,negative
146.3,24.87,1,negative
195.1,33.17,0,negative
208.9,35.51,1,negative
135.7,23.07,7,positive
225.9,38.4,3,positive
122.2,20.77,1,negative
153.3,26.06,2,negative
214,36.38,1,negative
194.8,33.12,1,negative
206.7,35.14,3,negative
188,31.96,2,negative
122.3,20.79,3,positive
259.3,44.08,3,negative
115.1,19.57,2,positive
172.9,29.39,1,negative
156.4,26.59,1,negative
128.1,21.78,1,negative
196.6,33.42,1,negative
227.9,38.74,1,positive
194.9,33.13,2,negative
44.9,7.63,1,negative
262.8,44.68,0,negative
211.2,35.9,0,negative
204,34.68,1,negative
223.2,37.94,3,negative
119,20.23,1,negative
266.1,45.24,3,positive
134.4,22.85,1,negative
171.1,29.09,1,negative
170.5,28.99,2,negative
178.5,30.35,1,negative
205.2,34.88,3,negative
232.8,39.58,0,negative
239.9,40.78,5,negative
55.6,9.45,2,negative
153.5,26.1,1,negative
109.8,18.67,1,negative
196.1,33.34,2,negative
166.8,28.36,0,negative
113.2,19.24,2,negative
203,34.51,1,negative
242.8,41.28,5,negative
156.5,26.61,2,negative
266.7,45.34,3,positive
182,30.94,1,negative
85.9,14.6,0,negative
146.6,24.92,0,negative
110.5,18.79,4,positive
118.6,20.16,1,negative
197.6,33.59,2,negative
210.3,35.75,6,negative
220.3,37.45,4,negative
150,25.5,1,negative
161.7,27.49,0,negative
191.4,32.54,3,negative
146.7,24.94,3,negative
109.4,18.6,1,negative
144.1,24.5,1,negative
248.9,42.31,1,negative
85.7,14.57,4,positive
214.8,36.52,3,negative
158.9,27.01,0,negative
110,18.7,2,negative
152.8,25.98,1,negative
145.6,24.75,0,negative
93.3,15.86,0,negative
216.8,36.86,0,negative
201.9,34.32,1,negative
146.4,24.89,1,negative
272.7,46.36,2,positive
18.9,3.21,1,negative
172.8,29.38,2,negative
190.2,32.33,0,negative
130.6,22.2,3,negative
158.4,26.93,4,positive
166.5,28.31,1,negative
129.3,21.98,2,negative
199.3,33.88,0,negative
185.1,31.47,0,negative
175.4,29.82,2,negative
263.4,44.78,2,negative
94.2,16.01,1,negative
189.4,32.2,3,negative
118,20.06,2,negative
212.1,36.06,3,negative
222,37.74,2,negative
222.8,37.88,0,negative
190,32.3,1,negative
271.8,46.21,4,positive
195.4,33.22,3,negative
199.6,33.93,3,negative
100,17,0,negative
160.6,27.3,2,negative
158.7,26.98,1,negative
154.5,26.27,3,positive
192.3,32.69,1,negative
305.1,51.87,0,positive
193,32.81,2,negative
72.5,12.33,1,negative
105.2,17.88,2,negative
180.5,30.69,2,negative
214.7,36.5,0,negative
86.8,14.76,1,negative
131.5,22.36,5,positive
135.4,23.02,0,negative
174.3,29.63,6,negative
203.9,34.66,3,negative
235.5,40.04,0,negative
157,26.69,2,negative
111.9,19.02,3,negative
236.3,40.17,3,negative
163.6,27.81,0,negative
213.6,36.31,1,negative
143.4,24.38,3,negative
78.3,13.31,1,negative
97.1,16.51,1,negative
94.1,16,0,negative
226.3,38.47,2,positive
133.8,22.75,1,negative
190.3,32.35,1,negative
294.9,50.13,3,negative
185.4,31.52,2,negative
179.5,30.52,0,negative
158,26.86,0,negative
173,29.41,0,negative
134.2,22.81,1,negative
125.2,21.28,3,negative
195.9,33.3,2,negative
214.2,36.41,0,negative
221.1,37.59,0,negative
132,22.44,1,negative
157.6,26.79,1,negative
110.3,18.75,2,negative
161.5,27.46,0,negative
171.8,29.21,1,negative
211,35.87,1,negative
139.3,23.68,7,positive
291.6,49.57,2,positive
139,23.63,0,negative
234.8,39.92,4,negative
187.6,31.89,1,negative
159.8,27.17,2,negative
177.1,30.11,1,negative
117.9,20.04,0,negative
247.6,42.09,2,negative
169.9,28.88,1,negative
185,31.45,3,negative
204.9,34.83,0,negative
225.5,38.34,3,negative
169.7,28.85,4,positive
239.3,40.68,0,negative
113.3,19.26,4,positive
161.9,27.52,3,negative
133.3,22.66,2,negative
170.7,29.02,3,negative
189.7,32.25,5,negative
322.3,54.79,2,positive
124.4,21.15,2,negative
146.9,24.97,3,negative
192.6,32.74,1,negative
96.3,16.37,1,negative
131.9,22.42,3,negative
147.2,25.02,2,negative
143.1,24.33,2,negative
280.4,47.67,5,negative
237.2,40.32,1,negative
184.2,31.31,2,negative
109.1,18.55,3,negative
138.1,23.48,5,positive
186.8,31.76,3,negative
155.4,26.42,1,negative
245.3,41.7,4,negative
205.9,35,0,positive
207.2,35.22,1,negative
151.5,25.76,2,negative
221.9,37.72,0,positive
190,32.3,1,negative
220.8,37.54,2,negative
173.7,29.53,2,negative
114.8,19.52,2,negative
113.8,19.35,3,negative
143.2,24.34,4,positive
184.4,31.35,3,negative
227.4,38.66,1,negative
224,38.08,0,negative
216.2,36.75,2,negative
129.9,22.08,0,negative
230.1,39.12,2,negative
204.4,34.75,1,negative
216.6,36.82,1,negative
247.5,42.08,2,positive
228.1,38.78,1,negative
225.9,38.4,1,positive
103.5,17.6,4,positive
115.5,19.64,0,negative
218.8,37.2,1,negative
223.8,38.05,3,negative
143.8,24.45,3,negative
29.9,5.08,2,negative
276.7,47.04,0,negative
141.4,24.04,0,negative
153.9,26.16,1,negative
190.5,32.39,0,negative
192.6,32.74,1,negative
151.8,25.81,1,negative
215.6,36.65,5,negative
180,30.6,3,negative
157.3,26.74,2,negative
196.5,33.41,0,negative
240.3,40.85,0,negative
193.3,32.86,3,negative
211.9,36.02,1,negative
218.7,37.18,1,negative
246.8,41.96,0,positive
174.7,29.7,6,positive
240,40.8,0,positive
181.2,30.8,2,negative
113.7,19.33,1,negative
174.7,29.7,0,negative
211.1,35.89,2,negative
169.3,28.78,1,negative
247.4,42.06,0,negative
131.2,22.3,2,negative
161.4,27.44,1,negative
107.2,18.22,1,negative
211.9,36.02,1,negative
160.4,27.27,3,negative
230.7,39.22,1,negative
232.6,39.54,1,negative
294.7,50.1,1,positive
133.4,22.68,1,negative
306.2,52.05,0,negative
236.8,40.26,2,negative
125.7,21.37,3,positive
168.4,28.63,1,negative
70.9,12.05,2,negative
105,17.85,0,negative
152.1,25.86,1,negative
180.9,30.75,3,negative
156.6,26.62,1,negative
180.5,30.69,0,negative
238.8,40.6,1,negative
182.1,30.96,2,negative
139.6,23.73,2,negative
200.3,34.05,0,negative
153.5,26.1,1,negative
128.2,21.79,3,negative
159.5,27.12,2,negative
226.4,38.49,3,positive
251.9,42.82,2,negative
264.5,44.97,2,positive
153.7,26.13,0,negative
232.1,39.46,5,negative
201.9,34.32,1,negative
186.9,31.77,1,negative
196.6,33.42,1,negative
232.1,39.46,1,negative
166,28.22,0,negative
200.6,34.1,1,negative
141,23.97,3,negative
245,41.65,0,negative
140.8,23.94,1,negative
255.1,43.37,3,positive
125,21.25,2,negative
180.6,30.7,1,negative
248.7,42.28,1,positive
178.1,30.28,0,negative
122.2,20.77,5,positive
231.3,39.32,1,negative
111.2,18.9,3,negative
103.2,17.54,0,positive
138.4,23.53,4,positive
146.3,24.87,0,negative
206.3,35.07,0,negative
132,22.44,0,negative
274.6,46.68,2,negative
185.3,31.5,0,negative
154.8,26.32,1,negative
179.2,30.46,1,negative
286.2,48.65,2,positive
268,45.56,3,negative
137.5,23.38,2,negative
243,41.31,2,negative
134.9,22.93,1,negative
234.2,39.81,1,negative
175.1,29.77,1,negative
142.2,24.17,1,negative
132.4,22.51,2,negative
97.8,16.63,0,negative
266.9,45.37,3,positive
155.2,26.38,3,negative
200.2,34.03,1,negative
289.1,49.15,2,positive
198.4,33.73,1,negative
180.3,30.65,2,negative
86.3,14.67,2,negative
295,50.15,2,positive
240.9,40.95,3,negative
207.7,35.31,1,negative
128.5,21.85,1,negative
224.4,38.15,1,negative
164.9,28.03,2,negative
238,40.46,2,negative
231,39.27,2,negative
107.3,18.24,4,positive
185,31.45,1,negative
244.1,41.5,3,negative
238.4,40.53,3,negative
141.1,23.99,1,negative
158.1,26.88,0,negative
220.1,37.42,0,negative
199.5,33.92,4,positive
109.5,18.62,1,negative
187.2,31.82,1,negative
107.9,18.34,0,negative
172.1,29.26,1,positive
203.8,34.65,1,negative
160,27.2,0,negative
51.1,8.69,1,negative
227.7,38.71,1,negative
203.8,34.65,1,negative
241.7,41.09,1,negative
78.1,13.28,1,negative
187.8,31.93,2,negative
127.1,21.61,1,negative
280,47.6,0,positive
153.2,26.04,1,negative
137.1,23.31,2,negative
186.1,31.64,4,positive
224.1,38.1,2,negative
83.6,14.21,1,negative
203.9,34.66,4,negative
211.3,35.92,1,negative
219.4,37.3,4,negative
190.4,32.37,2,negative
147.7,25.11,2,negative
229.9,39.08,2,negative
102.8,17.48,1,negative
178.7,30.38,1,negative
148.5,25.25,0,negative
164.1,27.9,0,negative
197.2,33.52,1,negative
124.9,21.23,2,negative
115.4,19.62,3,negative
140,23.8,4,positive
193.9,32.96,3,negative
321.1,54.59,4,positive
118.4,20.13,5,positive
169.8,28.87,1,negative
193.4,32.88,2,negative
106.6,18.12,1,negative
134.7,22.9,2,negative
156.2,26.55,2,negative
231.1,39.29,3,negative
180.8,30.74,2,negative
213.8,36.35,2,negative
234.4,39.85,0,negative
