Region_centroid_row,Exred_mean,Exgreen_mean,Saturatoin_mean,field19
53,-10.666667,-14,0.2645635,negative
123,-2.8888888,-1.8888888,0.9814815,negative
152,0,0,0,negative
78,-8.111111,-16.11111,0.25891644,negative
135,-4.2222223,-3.8888888,0.88800704,negative
106,-3.1111112,-17.444445,0.42334643,positive
39,-32.22222,-13.888889,0.18324198,negative
67,-2.5555556,-18.555555,0.42989677,positive
21,-33.22222,-14.222222,0.18785286,negative
68,-1.2222222,-9.888889,0.16790761,negative
89,-6.5555553,-5.888889,0.9861111,negative
118,-2.6666667,-16,0.41688403,positive
104,-10.333333,-8.666667,0.37553233,negative
117,0,0,0,negative
187,-17.333334,-22.333334,0.30412614,negative
18,-34.88889,-14.222222,0.1971055,negative
208,-22.222221,-21.88889,0.32059526,negative
232,-6.6666665,10.333333,0.32791784,negative
35,-15.777778,-13.444445,0.103336096,negative
161,-18.11111,-10.777778,0.30298296,negative
95,-8.888889,-3.8888888,0.79410774,negative
92,-12.666667,-3,0.7590125,negative
244,-5.7777777,14.555555,0.48014903,negative
208,-9.333333,20.333334,0.4408947,negative
138,-16.555555,-19.88889,0.28091076,negative
188,-9.222222,-10.222222,0.2758629,negative
103,-14.555555,-14.222222,0.32391465,negative
223,-5.3333335,11.333333,0.5931498,negative
118,-3.5555556,-15.222222,0.3903984,positive
162,-17.444445,-9.777778,0.29110643,negative
138,-2.3333333,-3.6666667,1,negative
132,-3.8888888,-2.8888888,0.6768879,negative
160,-13.888889,-12.222222,0.4260139,negative
96,-24.444445,-25.11111,0.19773355,negative
85,-5.888889,-2.2222223,0.76296294,negative
116,-20.88889,-11.555555,0.5961039,negative
98,-3.5555556,-0.5555556,0.9166667,negative
82,-13,-15.666667,0.3038762,negative
113,-12,-7.6666665,0.30207062,negative
152,0,0,0,negative
104,-10.333333,-8.666667,0.37553233,negative
47,-31.11111,-14.777778,0.18101238,negative
41,-5.111111,-16.777779,0.4320471,positive
144,-2.8888888,-2.8888888,1,negative
116,-12.222222,-13.222222,0.30946052,negative
86,-13.888889,-5.5555553,0.6309454,negative
195,-15.666667,-17.666666,0.28878826,negative
110,0.33333334,-6.6666665,0.7083333,positive
62,-1.8888888,-16.222221,0.4194691,positive
147,0,0,0,negative
24,-20.555555,-15.555555,0.3086199,negative
26,-17.666666,-11.333333,0.10610159,negative
119,-4.3333335,-4,1,negative
116,2.7777777,-8.222222,0.5465168,positive
215,-17.11111,20.555555,0.40983668,negative
125,4.111111,-7.2222223,0.5297619,positive
58,-2.7777777,-16.444445,0.4347433,positive
190,-10.888889,-13.555555,0.30570525,negative
198,-7.3333335,15.666667,0.4115727,negative
160,-16.444445,15.888889,0.37821564,negative
133,-5.111111,-5.7777777,0.6304714,negative
116,-12.444445,-9.444445,0.31028613,negative
79,-41.555557,-14.888889,0.2580791,negative
21,-35.444443,-12.777778,0.19512747,negative
91,-17.555555,-7.5555553,0.34888473,negative
42,-30.11111,-14.111111,0.17463355,negative
67,-6.111111,-20.11111,0.42930815,positive
134,-3.3333333,-4.3333335,0.8740741,negative
47,-20.222221,-11.555555,0.11839892,negative
125,-4,-2.3333333,0.9238095,negative
192,-19,-22.666666,0.2993077,negative
111,-11.666667,-11.333333,0.4898966,negative
201,-13.888889,16.777779,0.3819119,negative
32,-33.666668,-16.333334,0.2018977,negative
140,-0.5555556,-0.5555556,0.24074075,negative
18,-35.11111,-19.444445,0.22572522,negative
100,-1.3333334,-17.333334,0.42199442,positive
111,-12.555555,-8.888889,0.31548372,negative
194,-12.111111,-14.111111,0.27541482,negative
25,-37.77778,-14.777778,0.22497466,negative
203,-12.222222,17.777779,0.39386794,negative
134,4.4444447,-7.2222223,0.5873016,positive
59,-3.5555556,-17.555555,0.41530126,positive
64,-1.4444444,-17.777779,0.42692268,positive
189,-6.111111,17.222221,0.50813884,negative
188,-21.666666,-23,0.29562417,negative
65,-12.111111,-11.111111,0.19713038,negative
133,-4.4444447,-2.4444444,0.8606061,negative
120,-4.2222223,-3.5555556,0.984127,negative
71,-2.6666667,-18,0.43356952,positive
208,-10.222222,15.111111,0.40212956,negative
71,-31.222221,-13.555555,0.17967218,negative
220,-4.888889,10.111111,0.48671728,negative
91,-6.5555553,-4.2222223,0.9398148,negative
102,-14.333333,-20,0.25975996,negative
103,-6.111111,-4.4444447,0.9876543,negative
93,-14.111111,-13.444445,0.5119048,negative
123,-20.555555,-17.222221,0.5595462,negative
179,-12.444445,-13.444445,0.30116582,negative
50,-23.555555,-21.222221,0.30477422,negative
122,-9.888889,-4.2222223,0.8093314,negative
34,-11,-8.666667,0.479958,negative
186,-14,-20.333334,0.30452195,negative
211,-9,9.666667,0.33542147,negative
183,-17.666666,-23.333334,0.30547154,negative
148,-11.888889,9.111111,0.4037081,negative
100,0.7777778,-15.555555,0.39433068,positive
92,-1.6666666,-18.333334,0.4209725,positive
89,-23.777779,-22.777779,0.31787068,negative
66,-11.444445,-17.444445,0.25210327,negative
130,-5.888889,-1.8888888,0.93121696,negative
158,-4.3333335,-7,0.50308645,negative
115,1.8888888,-14.444445,0.37532148,positive
130,5.4444447,-7.2222223,0.5010141,positive
180,-8.777778,-9.111111,0.23849043,negative
58,-38.11111,-15.111111,0.2375665,negative
123,3.8888888,-7.111111,0.53174603,positive
193,-15.555555,-18.222221,0.27526647,negative
39,-30.88889,-17.555555,0.18839076,negative
186,-8.222222,12.111111,0.4288645,negative
71,-18.88889,-6.2222223,0.39567065,negative
65,-20.88889,-20.88889,0.28732476,negative
83,-48.22222,-30.555555,0.36206177,negative
70,-25.555555,-20.222221,0.18609881,negative
141,-0.22222222,-0.22222222,0.22222222,negative
81,-23,-4.6666665,0.3669463,negative
159,-0.5555556,-4.888889,0.15127982,negative
239,-8.111111,10.222222,0.4459687,negative
170,-16,16.333334,0.34911168,negative
114,3.8888888,-6.4444447,0.5343915,positive
140,-11.777778,-3.7777777,0.627944,negative
122,-6,-9.666667,0.40249237,negative
44,-4.2222223,-15.222222,0.45768142,positive
41,-33.77778,-18.444445,0.2063918,negative
162,-19.88889,-11.888889,0.3015076,negative
158,-12.777778,-11.111111,0.41915956,negative
35,-23,-24.666666,0.2874884,negative
196,-16.444445,-17.444445,0.29423782,negative
89,-0.6666667,-1.3333334,0.0976431,negative
160,-21.777779,-17.777779,0.35212588,negative
128,-19.11111,-9.111111,0.6133847,negative
130,-16.777779,-14.777778,0.50544137,negative
73,-2.5555556,-15.888889,0.42697316,positive
91,-18.88889,-13.555555,0.48999,negative
176,-8.666667,12.333333,0.40773422,negative
160,-13.888889,-12.222222,0.4260139,negative
240,-7.111111,15.555555,0.47067475,negative
134,-15.111111,-6.4444447,0.772831,negative
152,-1.1111112,-1.7777778,0.537037,negative
139,4.3333335,-7.6666665,0.5326279,positive
89,-3.1111112,-3.7777777,0.8962963,negative
118,3.2222223,-6.7777777,0.5458554,positive
113,4.888889,-7.4444447,0.58002645,positive
116,2.4444444,-13.888889,0.44718736,positive
52,-31.88889,-20.88889,0.21837935,negative
149,-4,-5.6666665,0.5783389,positive
194,-20.333334,-23.666666,0.29590768,negative
136,-4.2222223,-4.2222223,0.87751323,negative
67,0.11111111,-1.2222222,0.23148148,negative
79,-10.888889,-4.5555553,0.8424523,negative
107,2.4444444,-15.555555,0.41378537,positive
133,-1.7777778,-1.7777778,1,negative
133,-1.1111112,-1.1111112,1,negative
187,-6,13.333333,0.35552603,negative
17,-23.555555,-24.88889,0.2848739,negative
180,-13.333333,-18,0.27882218,negative
162,-18,-9,0.30781415,negative
38,-34.555557,-15.888889,0.19997217,negative
138,-19.88889,-4.888889,0.60921985,negative
24,-29.88889,-12.222222,0.16939692,negative
116,3.2222223,-8.444445,0.5591711,positive
87,-13.444445,-11.777778,0.6593289,negative
197,-19,-23.333334,0.31473875,negative
111,-3.8888888,-2.8888888,1,negative
141,-4.3333335,-2,0.9777778,negative
25,-43.333332,-14,0.25541002,negative
49,-32.77778,-16.444445,0.19462235,negative
177,-11.444445,14.888889,0.3589904,negative
142,0,0,0,negative
93,-24.222221,-24.88889,0.3155379,negative
41,-0.44444445,-1.1111112,0.537037,negative
179,-6.111111,13.222222,0.41976216,negative
220,-3.8888888,8.777778,0.5039001,negative
122,-17.88889,-9.555555,0.584744,negative
154,-14.444445,-12.111111,0.47971532,negative
62,0,0,0,negative
176,-9.555555,16.777779,0.31604066,negative
12,-35.666668,-11.333333,0.19251962,negative
200,-5.7777777,11.222222,0.5153199,negative
83,-12.555555,-10.888889,0.48185185,negative
91,-37,-18.666666,0.2502041,negative
161,-15.333333,-12.333333,0.29805613,negative
77,-41.22222,-11.555555,0.2501428,negative
76,-12.333333,-17,0.25070548,negative
211,-7.7777777,12.888889,0.33385554,negative
87,-5.111111,-3.1111112,0.86277056,negative
123,-3.7777777,-2.7777777,0.96190476,negative
175,-8.777778,14.222222,0.38741234,negative
104,-11.222222,-3.2222223,0.6076133,negative
160,-20.777779,15.888889,0.36751375,negative
70,-14.777778,-1.1111112,0.47688422,negative
162,-16.88889,-9.888889,0.28965172,negative
154,-19.777779,-14.444445,0.45353317,negative
118,-0.11111111,-0.11111111,0.11111111,negative
56,-30.333334,-13.666667,0.17606053,negative
201,-13.555555,-12.555555,0.2753682,negative
57,-8.444445,-19.777779,0.44050935,positive
124,3.6666667,-7.3333335,0.5458554,positive
101,-2.6666667,-17.666666,0.43281928,positive
190,-18.777779,-21.11111,0.3036015,negative
199,-8.222222,15.777778,0.34806257,negative
161,-18.11111,-12.444445,0.30841646,negative
97,-6.2222223,-3.5555556,0.91534394,negative
92,-46.333332,-29,0.35122013,negative
82,-12.444445,-5.7777777,0.7428191,negative
18,-34.333332,-14.666667,0.21325745,negative
62,-6.888889,-8.222222,0.68080807,negative
120,-9.222222,-16.222221,0.2453213,negative
140,-1.6666666,-3.6666667,0.65608466,negative
24,-32.555557,-15.888889,0.19597653,negative
86,-1.4444444,-17.777779,0.40554056,positive
194,-16.88889,-18.222221,0.29836866,negative
209,-14.555555,19.444445,0.39033788,negative
17,-28.555555,-12.222222,0.1606036,negative
118,-2.7777777,-2.1111112,1,negative
152,-1.2222222,-1.8888888,0.43915343,negative
70,-9.222222,-13.888889,0.27335805,negative
201,-4.6666665,11.333333,0.54320127,negative
102,-13.666667,-18.333334,0.2694,negative
44,-25.666666,-25,0.33991683,negative
175,-8.777778,14.222222,0.38741234,negative
124,-4.6666665,-4,0.895369,negative
200,-17.777779,-22.11111,0.29683578,negative
165,-13.333333,16,0.43081954,negative
127,-25.777779,-11.777778,0.70147634,negative
89,-12,-11.333333,0.45909294,negative
94,-12.777778,-13.111111,0.45777184,negative
99,-12.777778,-12.111111,0.54147977,negative
137,5.7777777,-7.5555553,0.57363313,positive
116,-13.333333,-13.333333,0.35575584,negative
112,-8.111111,-2.1111112,0.86766475,negative
88,-11.111111,-3.4444444,0.85137916,negative
69,-12.555555,-2.2222223,0.6042809,negative
85,-1,-17,0.42873532,positive
182,-8.888889,-14.222222,0.29320765,negative
124,-6.888889,-3.8888888,0.97376543,negative
249,-9.222222,14.111111,0.28660962,negative
131,-1.5555556,-1.5555556,0.4074074,negative
243,-10.333333,14,0.4522286,negative
64,-6.111111,-7.7777777,0.6979798,negative
83,-18.11111,-22.11111,0.26032928,negative
109,-17.11111,-18.444445,0.3349617,negative
19,-18.666666,-7.3333335,0.10151485,negative
36,-8.222222,-8.222222,0.6486569,negative
73,-1.8888888,-12.555555,0.1761556,negative
80,-8.222222,-13.222222,0.24472968,negative
67,-28.222221,-21.88889,0.20770195,negative
193,-21,-24,0.30846536,negative
190,-14.111111,-19.444445,0.29078844,negative
80,-18.88889,-5.2222223,0.5142537,negative
189,-8.555555,-12.222222,0.29741284,negative
50,-23.333334,-22.333334,0.29016516,negative
76,-4.6666665,-2,0.87222224,negative
177,-14.222222,-21.88889,0.30621472,negative
121,-21.555555,-19.555555,0.3071933,negative
144,0,0,0,negative
222,-2.3333333,7.3333335,0.37369296,negative
90,-22.333334,-23.333334,0.18178941,negative
73,-14.222222,-14.222222,0.27433428,negative
89,-12,-10.666667,0.47748852,negative
42,-11.444445,-12.444445,0.33789337,negative
168,-12.666667,19,0.33538613,negative
70,-4.7777777,-19.11111,0.42128146,positive
68,-25.88889,-12.888889,0.41303283,negative
123,-22.333334,-21,0.29916364,negative
116,-12.222222,-11.888889,0.39214933,negative
187,-20.11111,-24.11111,0.30745777,negative
159,-2.6666667,-7.6666665,0.20284556,negative
135,-18.777779,-23.11111,0.25830337,negative
191,-9.222222,10.111111,0.3503698,negative
54,-20.333334,-13.333333,0.12431249,negative
150,0,0,0,negative
91,-11.444445,-6.111111,0.82302064,negative
198,-7.5555553,12.444445,0.4157716,negative
188,-9.444445,-12.111111,0.28414816,negative
39,-32.444443,-23.444445,0.22295359,negative
219,-10.333333,14.333333,0.42601216,negative
29,-43.444443,-25.777779,0.2972053,negative
104,0.11111111,-14.222222,0.38036656,positive
74,-3.1111112,-17.777779,0.4202516,positive
187,-16.333334,-24,0.29964966,negative
121,-11.111111,-13.444445,0.3134271,negative
54,-36.333332,-15,0.22967392,negative
135,-1.8888888,-3.8888888,0.9722222,negative
28,-45.444443,-11.777778,0.26183844,negative
133,-1.2222222,-1.8888888,0.962963,negative
197,-5.6666665,11.666667,0.61705947,negative
172,-7.6666665,15.666667,0.34374964,negative
196,-17.222221,-19.222221,0.2979628,negative
124,-14.333333,-17.666666,0.26124597,negative
152,0,0,0,negative
136,0,0,0,negative
195,-6.5555553,11.444445,0.5016835,negative
94,-1.6666666,-16.666666,0.42781135,positive
203,-7.2222223,17.444445,0.5144446,negative
19,-37.88889,-21.88889,0.2498948,negative
45,-36.88889,-14.555555,0.21017425,negative
244,-3.2222223,5.4444447,0.3833719,negative
50,-38.333332,-16.666666,0.2473368,negative
100,-9.444445,-5.111111,0.87633204,negative
22,-20.666666,-19,0.3194739,negative
142,4.5555553,-6.7777777,0.57473546,positive
136,-7.5555553,-5.888889,0.6577441,negative
134,-2.5555556,-3.5555556,0.8333333,negative
124,-4.6666665,-4,0.895369,negative
128,-2.2222223,-2.2222223,1,negative
183,-8.888889,-17.555555,0.28154,negative
51,-33.555557,-16.555555,0.19756877,negative
194,-21.11111,-20.11111,0.28679082,negative
96,-8.333333,-4.3333335,0.90923554,negative
187,-18.777779,-21.777779,0.29995137,negative
183,-15.888889,18.444445,0.44994184,negative
105,-7.4444447,-5.111111,0.88604844,negative
61,-3.2222223,-17.555555,0.41575083,positive
144,0,0,0,negative
121,-6.888889,-0.8888889,0.8435185,negative
120,-9.444445,-18.444445,0.22280817,negative
81,-14.444445,-4.7777777,0.6281558,negative
135,-2.3333333,-2.3333333,1,negative
189,-7.3333335,17.666666,0.49709514,negative
35,-38,-11,0.23116584,negative
236,-8.888889,7.111111,0.29272884,negative
185,-15.111111,-19.777779,0.30003616,negative
28,-34.555557,-13.888889,0.19951321,negative
189,-11.333333,-12.333333,0.29784104,negative
31,-29.11111,-14.111111,0.17071788,negative
215,-17.777779,19.222221,0.42076695,negative
110,-13.666667,-15.666667,0.24925283,negative
249,-10,17,0.39839673,negative
190,-10.555555,-11.222222,0.30038968,negative
95,-4.7777777,-0.11111111,0.8740741,negative
160,-20.333334,-12.333333,0.33961803,negative
15,-32.77778,-11.444445,0.17818023,negative
64,-25,-23.333334,0.31425992,negative
68,-0.7777778,-10.444445,0.17044854,negative
44,-42,-25.333334,0.30001867,negative
129,4.6666665,-7.6666665,0.54012346,positive
136,-1.7777778,-1.7777778,0.962963,negative
191,-21.777779,-25.11111,0.31901047,negative
90,-6.7777777,-5.4444447,0.9261464,negative
92,0.22222222,-15.444445,0.4288601,positive
182,-9,14.333333,0.31489658,negative
100,-10.444445,-5.111111,0.7380342,negative
156,-10.444445,14.555555,0.38463837,negative
131,4.7777777,-6.888889,0.515873,positive
131,-1.8888888,-2.2222223,0.77037036,negative
176,-10.111111,14.555555,0.35206997,negative
12,-7.111111,-8.111111,0.6873016,negative
159,-4.5555553,-5.888889,0.5416667,negative
30,-40.666668,-12.666667,0.24285044,negative
143,5.6666665,-8,0.60119045,positive
16,-38.11111,-19.777779,0.2440208,negative
124,3.4444444,-8.555555,0.5311728,positive
98,-15.888889,-19.555555,0.28510964,negative
198,-18.333334,-19.333334,0.29970714,negative
129,4.7777777,-7.888889,0.5418871,positive
196,-19.777779,-22.444445,0.28752622,negative
47,-29.222221,-18.555555,0.18354028,negative
156,-19.11111,13.888889,0.38903406,negative
110,-13.222222,-9.888889,0.3074441,negative
76,-46.555557,-32.88889,0.3601942,negative
115,-2.1111112,-15.777778,0.3973624,positive
233,-6.4444447,18.88889,0.554881,negative
111,-11.333333,-13,0.29035455,negative
28,-46.22222,-12.888889,0.26754448,negative
88,-7,-4,0.93849206,negative
100,-9.888889,-6.5555553,0.7738155,negative
113,-11.888889,-10.888889,0.4148072,negative
88,-7.888889,-5.2222223,0.92957354,negative
189,-8.777778,-11.111111,0.26298115,negative
222,-5.4444447,16.88889,0.58765954,negative
184,-12.222222,13.777778,0.39835298,negative
148,0,0,0,negative
173,-10.777778,15.555555,0.39643326,negative
65,-21.88889,-22.88889,0.31478265,negative
31,-16.88889,-10.222222,0.100709505,negative
86,-6.111111,-6.4444447,0.5942257,negative
91,0.11111111,-14.555555,0.39415666,positive
180,-9.444445,18.88889,0.3588616,negative
33,-40.666668,-21.333334,0.25913006,negative
115,-7.2222223,-3.2222223,0.9543651,negative
121,-4.3333335,-16.666666,0.4155243,positive
46,-40.88889,-23.222221,0.27150124,negative
73,-10.444445,-4.111111,0.7899301,negative
190,-15.111111,-18.444445,0.2956214,negative
75,-24.777779,-13.111111,0.46491185,negative
192,-20.222221,-24.88889,0.32401717,negative
184,-8.222222,-9.555555,0.23234288,negative
162,-14.888889,16.11111,0.34703225,negative
123,-2.1111112,-1.7777778,1,negative
126,-7.2222223,-3.5555556,0.93570626,negative
233,-14.777778,19.88889,0.34575516,negative
95,-10.888889,-2.8888888,0.90709877,negative
162,-19.333334,-12,0.30018225,negative
66,-0.33333334,-15.666667,0.43785483,positive
122,3.6666667,-7.6666665,0.55180776,positive
57,-18.777779,-22.444445,0.26677614,negative
144,0,0,0,negative
238,-8.333333,12,0.3152556,negative
185,-10,-11.333333,0.27036038,negative
103,4.5555553,-13.444445,0.39890292,positive
79,-47.666668,-30,0.36217153,negative
90,-7.5555553,-5.888889,0.904321,negative
136,-16.555555,-9.555555,0.6957549,negative
36,-39.77778,-15.444445,0.23908533,negative
60,-1.7777778,-15.777778,0.43048432,positive
119,-8.222222,-6.888889,0.58956474,negative
189,-11.333333,-13.333333,0.31536263,negative
245,-6.888889,14.777778,0.57276654,negative
36,-40.444443,-26.11111,0.2846535,negative
194,-22,-24,0.30925295,negative
68,-39.444443,-17.444445,0.25415963,negative
162,-9.666667,14.666667,0.34003016,negative
165,-15.111111,-6.111111,0.2736466,negative
25,-35.11111,-13.444445,0.19609308,negative
104,-16.555555,-21.555555,0.25469732,negative
250,-8,13.666667,0.5633903,negative
137,-6.111111,-10.111111,0.2144562,negative
187,-20.11111,-24.11111,0.30745777,negative
190,-19,-19,0.27956137,negative
80,-8.222222,-13.222222,0.24472968,negative
194,-17.666666,-19.333334,0.30066735,negative
195,-9.222222,16.11111,0.43448815,negative
143,4.111111,-6.888889,0.5564374,positive
48,-21.88889,-11.888889,0.1269675,negative
72,-8.888889,-5.888889,0.84168977,negative
159,-2.6666667,-7.6666665,0.20284556,negative
125,3.4444444,-7.888889,0.5456349,positive
75,-30.555555,-14.888889,0.17935319,negative
145,-1.5555556,-0.22222222,0.25185186,negative
139,3.6666667,-7,0.5667989,positive
92,-0.8888889,-14.222222,0.40102458,positive
193,-21,-24,0.30846536,negative
103,-18.333334,-22.666666,0.271568,negative
172,-12.111111,-12.777778,0.24983571,negative
194,-10.666667,20.333334,0.42249063,negative
15,-40.88889,-13.888889,0.24157602,negative
88,-14.111111,-12.444445,0.6417749,negative
93,-13.111111,-12.777778,0.55917877,negative
211,-13.222222,17.11111,0.38528243,negative
77,-16,-19.333334,0.25532874,negative
60,-3.8888888,-18.222221,0.44663557,positive
191,-23.444445,-24.444445,0.3208649,negative
215,-9.555555,12.111111,0.4410489,negative
11,-19.666666,-2.6666667,0.09277301,negative
235,-14.333333,20,0.35188085,negative
145,4.888889,-5.111111,0.6005291,positive
133,-0.8888889,-0.8888889,0.8888889,negative
30,-7.111111,-6.7777777,0.5185864,negative
105,-12.555555,-9.222222,0.3374935,negative
152,-1.1111112,-1.7777778,0.537037,negative
120,-6.888889,-4.888889,0.8930539,negative
58,-38.22222,-13.888889,0.23814337,negative
115,-19,-5.3333335,0.6183277,negative
218,-9,12.333333,0.5692659,negative
238,-10.777778,12.555555,0.44550914,negative
124,4.2222223,-8.111111,0.56349206,positive
124,-2.7777777,-1.7777778,0.9537037,negative
81,-42.11111,-14.777778,0.26421982,negative
66,-43,-28.666666,0.32571116,negative
107,-4.6666665,-3.6666667,0.9814815,negative
21,-19.666666,-20.333334,0.2570597,negative
29,-40.555557,-14.888889,0.24509327,negative
207,-19.11111,-20.777779,0.2906682,negative
238,-3.2222223,11.777778,0.54054004,negative
62,-27.11111,-24.444445,0.32936445,negative
246,0.44444445,-2.5555556,0.16335146,negative
127,-8.222222,-14.222222,0.24899939,negative
88,-12.333333,-8.666667,0.3786151,negative
144,0,0,0,negative
39,-40.666668,-13.666667,0.24145858,negative
162,-16.333334,13.333333,0.33512673,negative
103,-20,-21.333334,0.28739437,negative
30,-37.444443,-13.111111,0.22538376,negative
121,-16.222221,-9.222222,0.5964221,negative
185,-15.111111,-19.777779,0.30003616,negative
177,-11.444445,14.888889,0.3589904,negative
139,-6.2222223,-7.2222223,0.38661182,negative
108,-12,-12.666667,0.26675764,negative
110,-4.3333335,-5.3333335,0.67526454,negative
105,-15.888889,-19.222221,0.25904787,negative
15,-27.222221,-24.88889,0.30227023,negative
239,-8.777778,10.555555,0.34430414,negative
77,-13.444445,-2.7777777,0.7620489,negative
177,-11.111111,13.555555,0.3963988,negative
247,-2.4444444,-7.111111,0.21578804,negative
108,-2.7777777,-16.11111,0.41213372,positive
77,-3.2222223,-18.222221,0.4076231,positive
105,-7.5555553,-6.2222223,0.35376814,negative
62,-27.222221,-12.888889,0.16165799,negative
94,-43.22222,-28.555555,0.3215052,negative
26,-16.777779,-12.444445,0.105127536,negative
189,-21.222221,-20.88889,0.29552308,negative
109,-13.888889,-9.222222,0.33195418,negative
107,3,-15,0.39465594,positive
98,0.33333334,-15.333333,0.38914663,positive
62,-27.777779,-21.11111,0.20227888,negative
17,-32.333332,-9.666667,0.17262767,negative
93,-13.555555,-11.888889,0.57700235,negative
192,-22.11111,-24.777779,0.3126096,negative
152,-1.5555556,-2.5555556,0.64867723,negative
143,0,0,0,negative
106,-1.6666666,-1.6666666,1,negative
112,-12.888889,-9.222222,0.32174963,negative
176,-14.555555,-20.88889,0.3024212,negative
159,-15.888889,-12.888889,0.29484537,negative
93,-12.777778,-13.111111,0.44337976,negative
135,-19.11111,-20.777779,0.3346597,negative
141,0,0,0,negative
89,-1.6666666,-16,0.4004446,positive
184,-8.777778,-10.111111,0.25072145,negative
232,-6.7777777,11.555555,0.49138823,negative
51,-36.88889,-16.555555,0.21381323,negative
124,-3.2222223,-3.2222223,1,negative
111,4.4444447,-7.2222223,0.56415343,positive
190,-15.222222,-21.222221,0.29773334,negative
125,-22.333334,-14,0.6384555,negative
65,-8.444445,-7.7777777,0.5834605,negative
195,-6.7777777,16.222221,0.5177167,negative
196,-17.444445,-19.11111,0.2976887,negative
129,-1.5555556,-1.5555556,1,negative
185,-4.2222223,13.777778,0.44541803,negative
194,-14.555555,-16.555555,0.29197225,negative
204,-14,19.666666,0.43934208,negative
99,-5.7777777,-4.7777777,0.9861111,negative
97,-5.4444447,-13.444445,0.1993515,negative
21,-36.444443,-14.111111,0.20358202,negative
246,-10.333333,13.666667,0.3959547,negative
30,-37.444443,-13.111111,0.22538376,negative
35,-30.333334,-16.333334,0.183109,negative
111,-12.444445,-13.444445,0.34932512,negative
114,-2.8888888,-3.5555556,0.88148147,negative
185,-19.11111,-21.777779,0.30228263,negative
251,2.3333333,6.3333335,0.23141664,negative
129,5.3333335,-8,0.53055555,positive
128,5.3333335,-8,0.5974427,positive
62,-26.777779,-14.777778,0.16222528,negative
192,-15.777778,-18.11111,0.3026748,negative
86,-13.333333,-12,0.6295031,negative
80,-21.333334,-20,0.2908336,negative
187,-20.333334,-22.666666,0.29269224,negative
109,-39.11111,-20.11111,0.26811782,negative
189,-9,-10.666667,0.27147257,negative
70,-14.444445,-2.4444444,0.4158355,negative
71,-1.4444444,-9.777778,0.16604693,negative
21,-28.11111,-11.111111,0.15667991,negative
64,-5.6666665,-8,0.5791423,negative
124,-5.4444447,-2.7777777,0.8367725,negative
191,-13,-18.333334,0.27976418,negative
206,-21.555555,-21.88889,0.30568013,negative
34,-16.777779,-12.111111,0.1045387,negative
127,-7.4444447,-1.4444444,0.8272487,negative
94,-8,2.3333333,0.60978836,negative
145,-0.6666667,-1.3333334,0.5277778,negative
162,-10.666667,15,0.38252184,negative
119,-18.777779,-13.777778,0.42571348,negative
189,-8.777778,-11.111111,0.2663022,negative
180,-15.333333,17,0.38142902,negative
210,-10.555555,13.444445,0.4604365,negative
141,-8.444445,-4.7777777,0.95308644,negative
102,-19.777779,-6.111111,0.3978916,negative
100,-15.111111,-19.444445,0.26862052,negative
150,0,0,0,negative
31,-18.11111,-10.777778,0.10761623,negative
125,-15.333333,-15,0.3218254,negative
130,-2.3333333,-2.3333333,1,negative
